날짜,메뉴,카테고리,단가,수량
2025-02-28,아메리카노,커피,3000,3
2025-03-01,아메리카노,커피,3000,3
2025-03-01,아메리카노,커피,3000,2
2025-03-01,카페라떼,커피,4000,1
2025-03-01,카페라떼,커피,4000,3
2025-03-01,카페라떼,커피,4000,3
2025-03-01,바닐라라떼,커피,4800,1
2025-03-01,아메리카노,커피,3000,3
2025-03-01,아메리카노,커피,3000,1
2025-03-02,카페라떼,커피,4000,2
2025-03-02,카푸치노,커피,4500,2
2025-03-02,카페라떼,커피,4000,1
2025-03-02,초코라떼,논커피,5000,1
2025-03-02,카페라떼,커피,4000,1
2025-03-02,아메리카노,커피,3000,3
2025-03-02,바닐라라떼,커피,4800,3
2025-03-02,녹차라떼,논커피,5000,1
2025-03-02,아메리카노,커피,3000,3
2025-03-02,아메리카노,커피,3000,1
2025-03-02,카페라떼,커피,4000,1
2025-03-02,초코라떼,논커피,5000,2
2025-03-03,카페라떼,커피,4000,1
2025-03-03,카푸치노,커피,4500,2
2025-03-03,아메리카노,커피,3000,2
2025-03-03,카푸치노,커피,4500,1
2025-03-03,카푸치노,커피,4500,3
2025-03-03,딸기스무디,스무디,6000,1
2025-03-03,카페라떼,커피,4000,3
2025-03-03,아메리카노,커피,3000,1
2025-03-03,카페라떼,커피,4000,1
2025-03-03,망고스무디,스무디,6000,3
2025-03-03,카페라떼,커피,4000,2
2025-03-03,녹차라떼,논커피,5000,2
2025-03-04,아메리카노,커피,3000,1
2025-03-04,크로플,디저트,5500,1
2025-03-04,딸기스무디,스무디,6000,3
2025-03-04,카페라떼,커피,4000,3
2025-03-04,치즈케이크,디저트,6500,1
2025-03-04,카페라떼,커피,4000,1
2025-03-04,아메리카노,커피,3000,3
2025-03-04,카페라떼,커피,4000,1
2025-03-04,카페라떼,커피,4000,2
2025-03-04,초코라떼,논커피,5000,1
2025-03-04,카페라떼,커피,4000,1
2025-03-04,아메리카노,커피,3000,3
2025-03-05,카푸치노,커피,4500,1
2025-03-05,치즈케이크,디저트,6500,2
2025-03-05,카페라떼,커피,4000,3
2025-03-05,딸기스무디,스무디,6000,1
2025-03-05,아메리카노,커피,3000,2
2025-03-05,아메리카노,커피,3000,3
2025-03-05,아메리카노,커피,3000,3
2025-03-05,아메리카노,커피,3000,3
2025-03-05,카푸치노,커피,4500,3
2025-03-06,녹차라떼,논커피,5000,3
2025-03-06,바닐라라떼,커피,4800,3
2025-03-06,카페라떼,커피,4000,3
2025-03-06,카페라떼,커피,4000,2
2025-03-06,아메리카노,커피,3000,2
2025-03-06,바닐라라떼,커피,4800,2
2025-03-06,바닐라라떼,커피,4800,2
2025-03-06,카푸치노,커피,4500,2
2025-03-06,카페라떼,커피,4000,1
2025-03-06,아메리카노,커피,3000,2
2025-03-06,아메리카노,커피,3000,1
2025-03-06,바닐라라떼,커피,4800,3
2025-03-06,카페라떼,커피,4000,3
2025-03-06,카푸치노,커피,4500,3
2025-03-06,망고스무디,스무디,6000,2
2025-03-07,카페라떼,커피,4000,2
2025-03-07,카푸치노,커피,4500,1
2025-03-07,카페라떼,커피,4000,2
2025-03-07,크로플,디저트,5500,1
2025-03-07,카푸치노,커피,4500,1
2025-03-07,아메리카노,커피,3000,3
2025-03-07,카페라떼,커피,4000,2
2025-03-07,카푸치노,커피,4500,3
2025-03-07,아메리카노,커피,3000,2
2025-03-07,치즈케이크,디저트,6500,2
2025-03-07,카페라떼,커피,4000,2
2025-03-08,딸기스무디,스무디,6000,3
2025-03-08,카페라떼,커피,4000,2
2025-03-08,아메리카노,커피,3000,3
2025-03-08,카페라떼,커피,4000,2
2025-03-08,초코라떼,논커피,5000,3
2025-03-08,크로플,디저트,5500,3
2025-03-08,망고스무디,스무디,6000,2
2025-03-08,아메리카노,커피,3000,3
2025-03-09,치즈케이크,디저트,6500,2
2025-03-09,크로플,디저트,5500,3
2025-03-09,녹차라떼,논커피,5000,1
2025-03-09,바닐라라떼,커피,4800,1
2025-03-09,카페라떼,커피,4000,2
2025-03-09,바닐라라떼,커피,4800,2
2025-03-09,딸기스무디,스무디,6000,3
2025-03-09,녹차라떼,논커피,5000,3
2025-03-09,크로플,디저트,5500,3
2025-03-09,아메리카노,커피,3000,3
2025-03-10,카푸치노,커피,4500,1
2025-03-10,카페라떼,커피,4000,1
2025-03-10,크로플,디저트,5500,2
2025-03-10,치즈케이크,디저트,6500,2
2025-03-10,아메리카노,커피,3000,1
2025-03-10,아메리카노,커피,3000,2
2025-03-10,딸기스무디,스무디,6000,1
2025-03-10,카푸치노,커피,4500,3
2025-03-10,딸기스무디,스무디,6000,3
2025-03-10,아메리카노,커피,3000,2
2025-03-10,망고스무디,스무디,6000,3
2025-03-10,아메리카노,커피,3000,2
2025-03-10,아메리카노,커피,3000,1
2025-03-10,딸기스무디,스무디,6000,3
2025-03-11,초코라떼,논커피,5000,1
2025-03-11,카페라떼,커피,4000,3
2025-03-11,녹차라떼,논커피,5000,2
2025-03-11,바닐라라떼,커피,4800,3
2025-03-11,딸기스무디,스무디,6000,1
2025-03-11,카푸치노,커피,4500,2
2025-03-11,크로플,디저트,5500,2
2025-03-11,치즈케이크,디저트,6500,1
2025-03-11,카페라떼,커피,4000,3
2025-03-11,크로플,디저트,5500,2
2025-03-12,초코라떼,논커피,5000,3
2025-03-12,카푸치노,커피,4500,1
2025-03-12,딸기스무디,스무디,6000,3
2025-03-12,아메리카노,커피,3000,2
2025-03-12,아메리카노,커피,3000,2
2025-03-12,망고스무디,스무디,6000,3
2025-03-12,치즈케이크,디저트,6500,3
2025-03-12,딸기스무디,스무디,6000,1
2025-03-12,아메리카노,커피,3000,1
2025-03-12,아메리카노,커피,3000,3
2025-03-12,아메리카노,커피,3000,2
2025-03-12,아메리카노,커피,3000,1
2025-03-13,망고스무디,스무디,6000,1
2025-03-13,카페라떼,커피,4000,2
2025-03-13,카푸치노,커피,4500,1
2025-03-13,카페라떼,커피,4000,1
2025-03-13,카페라떼,커피,4000,1
2025-03-13,카페라떼,커피,4000,1
2025-03-13,딸기스무디,스무디,6000,3
2025-03-13,카페라떼,커피,4000,1
2025-03-13,아메리카노,커피,3000,2
2025-03-13,치즈케이크,디저트,6500,2
2025-03-13,녹차라떼,논커피,5000,1
2025-03-13,초코라떼,논커피,5000,2
2025-03-13,카페라떼,커피,4000,1
2025-03-13,치즈케이크,디저트,6500,1
2025-03-13,아메리카노,커피,3000,1
2025-03-14,아메리카노,커피,3000,2
2025-03-14,아메리카노,커피,3000,1
2025-03-14,아메리카노,커피,3000,2
2025-03-14,바닐라라떼,커피,4800,3
2025-03-14,카페라떼,커피,4000,1
2025-03-14,딸기스무디,스무디,6000,2
2025-03-14,바닐라라떼,커피,4800,1
2025-03-14,바닐라라떼,커피,4800,3
2025-03-14,아메리카노,커피,3000,1
2025-03-14,아메리카노,커피,3000,1
2025-03-14,바닐라라떼,커피,4800,1
2025-03-14,바닐라라떼,커피,4800,1
2025-03-14,녹차라떼,논커피,5000,1
2025-03-14,카푸치노,커피,4500,2
2025-03-15,크로플,디저트,5500,3
2025-03-15,카푸치노,커피,4500,3
2025-03-15,카푸치노,커피,4500,2
2025-03-15,망고스무디,스무디,6000,1
2025-03-15,바닐라라떼,커피,4800,2
2025-03-15,아메리카노,커피,3000,1
2025-03-15,카페라떼,커피,4000,1
2025-03-15,카페라떼,커피,4000,3
2025-03-15,바닐라라떼,커피,4800,1
2025-03-16,아메리카노,커피,3000,2
2025-03-16,카푸치노,커피,4500,3
2025-03-16,아메리카노,커피,3000,3
2025-03-16,카페라떼,커피,4000,3
2025-03-16,카페라떼,커피,4000,1
2025-03-16,딸기스무디,스무디,6000,1
2025-03-16,녹차라떼,논커피,5000,2
2025-03-16,아메리카노,커피,3000,1
2025-03-16,아메리카노,커피,3000,1
2025-03-16,망고스무디,스무디,6000,2
2025-03-16,치즈케이크,디저트,6500,3
2025-03-16,카페라떼,커피,4000,3
2025-03-16,카페라떼,커피,4000,1
2025-03-17,아메리카노,커피,3000,1
2025-03-17,망고스무디,스무디,6000,2
2025-03-17,아메리카노,커피,3000,2
2025-03-17,카페라떼,커피,4000,2
2025-03-17,초코라떼,논커피,5000,2
2025-03-17,카페라떼,커피,4000,1
2025-03-17,카푸치노,커피,4500,2
2025-03-17,카페라떼,커피,4000,3
2025-03-17,아메리카노,커피,3000,1
2025-03-17,초코라떼,논커피,5000,1
2025-03-17,카페라떼,커피,4000,1
2025-03-18,카페라떼,커피,4000,1
2025-03-18,카페라떼,커피,4000,2
2025-03-18,카페라떼,커피,4000,3
2025-03-18,녹차라떼,논커피,5000,1
2025-03-18,녹차라떼,논커피,5000,2
2025-03-18,카페라떼,커피,4000,3
2025-03-18,망고스무디,스무디,6000,2
2025-03-18,바닐라라떼,커피,4800,2
2025-03-18,아메리카노,커피,3000,1
2025-03-18,아메리카노,커피,3000,3
2025-03-18,카페라떼,커피,4000,3
2025-03-18,딸기스무디,스무디,6000,3
2025-03-19,크로플,디저트,5500,1
2025-03-19,딸기스무디,스무디,6000,3
2025-03-19,딸기스무디,스무디,6000,1
2025-03-19,아메리카노,커피,3000,1
2025-03-19,초코라떼,논커피,5000,2
2025-03-19,카페라떼,커피,4000,3
2025-03-19,아메리카노,커피,3000,1
2025-03-19,녹차라떼,논커피,5000,2
2025-03-19,카페라떼,커피,4000,1
2025-03-19,바닐라라떼,커피,4800,3
2025-03-20,카페라떼,커피,4000,3
2025-03-20,아메리카노,커피,3000,1
2025-03-20,아메리카노,커피,3000,1
2025-03-20,카푸치노,커피,4500,2
2025-03-20,치즈케이크,디저트,6500,1
2025-03-20,아메리카노,커피,3000,2
2025-03-20,녹차라떼,논커피,5000,1
2025-03-20,크로플,디저트,5500,2
2025-03-20,녹차라떼,논커피,5000,2
2025-03-20,아메리카노,커피,3000,1
2025-03-20,망고스무디,스무디,6000,2
2025-03-20,아메리카노,커피,3000,3
2025-03-20,카페라떼,커피,4000,1
2025-03-21,녹차라떼,논커피,5000,3
2025-03-21,아메리카노,커피,3000,3
2025-03-21,아메리카노,커피,3000,2
2025-03-21,망고스무디,스무디,6000,3
2025-03-21,녹차라떼,논커피,5000,3
2025-03-21,바닐라라떼,커피,4800,2
2025-03-21,카푸치노,커피,4500,1
2025-03-21,크로플,디저트,5500,1
2025-03-21,아메리카노,커피,3000,2
2025-03-21,아메리카노,커피,3000,3
2025-03-21,바닐라라떼,커피,4800,2
2025-03-21,딸기스무디,스무디,6000,3
2025-03-21,아메리카노,커피,3000,1
2025-03-22,카페라떼,커피,4000,3
2025-03-22,녹차라떼,논커피,5000,3
2025-03-22,카페라떼,커피,4000,2
2025-03-22,딸기스무디,스무디,6000,1
2025-03-22,아메리카노,커피,3000,2
2025-03-22,바닐라라떼,커피,4800,2
2025-03-22,카페라떼,커피,4000,3
2025-03-22,카페라떼,커피,4000,3
2025-03-22,바닐라라떼,커피,4800,1
2025-03-23,카페라떼,커피,4000,1
2025-03-23,딸기스무디,스무디,6000,3
2025-03-23,아메리카노,커피,3000,1
2025-03-23,아메리카노,커피,3000,3
2025-03-23,아메리카노,커피,3000,3
2025-03-23,망고스무디,스무디,6000,1
2025-03-23,아메리카노,커피,3000,3
2025-03-23,크로플,디저트,5500,2
2025-03-23,아메리카노,커피,3000,2
2025-03-23,바닐라라떼,커피,4800,1
2025-03-24,바닐라라떼,커피,4800,3
2025-03-24,아메리카노,커피,3000,3
2025-03-24,바닐라라떼,커피,4800,3
2025-03-24,카페라떼,커피,4000,3
2025-03-24,아메리카노,커피,3000,1
2025-03-24,아메리카노,커피,3000,3
2025-03-24,초코라떼,논커피,5000,2
2025-03-24,바닐라라떼,커피,4800,3
2025-03-24,카페라떼,커피,4000,3
2025-03-24,아메리카노,커피,3000,3
2025-03-25,바닐라라떼,커피,4800,2
2025-03-25,카푸치노,커피,4500,3
2025-03-25,카페라떼,커피,4000,2
2025-03-25,아메리카노,커피,3000,1
2025-03-25,아메리카노,커피,3000,2
2025-03-25,카푸치노,커피,4500,1
2025-03-25,카페라떼,커피,4000,1
2025-03-25,카페라떼,커피,4000,3
2025-03-25,카페라떼,커피,4000,2
2025-03-25,크로플,디저트,5500,1
2025-03-25,초코라떼,논커피,5000,3
2025-03-25,바닐라라떼,커피,4800,2
2025-03-26,카페라떼,커피,4000,2
2025-03-26,카페라떼,커피,4000,1
2025-03-26,아메리카노,커피,3000,2
2025-03-26,치즈케이크,디저트,6500,3
2025-03-26,카페라떼,커피,4000,1
2025-03-26,딸기스무디,스무디,6000,3
2025-03-26,초코라떼,논커피,5000,1
2025-03-26,초코라떼,논커피,5000,2
2025-03-26,크로플,디저트,5500,2
2025-03-26,카푸치노,커피,4500,2
2025-03-26,카푸치노,커피,4500,1
2025-03-27,카푸치노,커피,4500,1
2025-03-27,아메리카노,커피,3000,2
2025-03-27,아메리카노,커피,3000,2
2025-03-27,카푸치노,커피,4500,3
2025-03-27,녹차라떼,논커피,5000,2
2025-03-27,카푸치노,커피,4500,1
2025-03-27,카페라떼,커피,4000,2
2025-03-27,초코라떼,논커피,5000,2
2025-03-27,카페라떼,커피,4000,2
2025-03-27,아메리카노,커피,3000,3
2025-03-27,아메리카노,커피,3000,3
2025-03-27,아메리카노,커피,3000,2
2025-03-27,카푸치노,커피,4500,3
2025-03-27,아메리카노,커피,3000,3
2025-03-28,아메리카노,커피,3000,1
2025-03-28,카페라떼,커피,4000,2
2025-03-28,카푸치노,커피,4500,2
2025-03-28,초코라떼,논커피,5000,1
2025-03-28,바닐라라떼,커피,4800,2
2025-03-28,카푸치노,커피,4500,1
2025-03-28,아메리카노,커피,3000,3
2025-03-28,카페라떼,커피,4000,2
2025-03-28,카푸치노,커피,4500,1
